year_key,league_key,team_key,park_key,games,openings,attendance
1910,AL,WS1,WAS08,77,0,0
1911,AL,BOS,BOS06,76,6,58864
1911,NL,BRO,NYC12,74,53,260650
1911,NL,BSN,BOS05,75,25,86152
1911,AL,CHA,CHI10,78,9,129500
1911,NL,CHN,CHI08,84,16,145000
1911,NL,CIN,CIN06,82,15,95000
1911,AL,CLE,CLE06,77,5,48488
1911,AL,DET,DET02,76,2,6147
1911,NL,NY1,NYC10,2,1,10000
1911,NL,NY1,NYC13,28,23,198500
1911,NL,NY1,NYC14,45,37,525500
1911,AL,NYA,NYC13,77,7,61850
1911,AL,PHA,PHI11,75,3,35000
1911,NL,PHI,PHI09,76,6,43000
1911,NL,PIT,PIT06,78,49,283644
1911,AL,SLA,STL07,78,3,20066
1911,NL,SLN,STL05,79,12,89000
1911,AL,WS1,WAS09,77,1,16000
1912,AL,BOS,BOS07,78,0,0
1912,NL,BRO,NYC12,76,0,0
1912,NL,BSN,BOS05,79,0,0
1912,AL,CHA,CHI10,78,0,0
1912,NL,CHN,CHI08,78,0,0
1912,NL,CIN,CIN07,77,0,0
1912,AL,CLE,CLE06,77,0,0
1912,AL,DET,DET04,76,0,0
1912,NL,NY1,NYC14,76,0,0
1912,AL,NYA,NYC13,73,0,0
1912,AL,NYA,NYC14,3,0,0
1912,AL,PHA,PHI11,77,0,0
1912,NL,PHI,PHI09,75,0,0
1912,NL,PIT,PIT06,75,0,0
1912,AL,SLA,STL07,79,0,0
1912,NL,SLN,STL05,77,0,0
1912,AL,WS1,WAS09,78,0,0
1913,AL,BOS,BOS07,75,0,0
1913,NL,BRO,NYC15,77,0,0
1913,NL,BSN,BOS05,73,0,0
1913,NL,BSN,BOS07,4,0,0
1913,AL,CHA,CHI10,77,0,0
1913,NL,CHN,CHI08,76,0,0
1913,NL,CIN,CIN07,78,0,0
1913,AL,CLE,CLE06,80,0,0
1913,AL,DET,DET04,76,0,0
1913,NL,NY1,NYC14,81,0,0
1913,AL,NYA,NYC14,75,0,0
1913,AL,PHA,PHI11,76,0,0
1913,NL,PHI,PHI09,78,0,0
1913,NL,PIT,PIT06,79,0,0
1913,AL,SLA,STL07,77,0,0
1913,NL,SLN,STL05,74,0,0
1913,AL,WS1,WAS09,78,0,0
1914,FL,BLF,BAL10,83,29,137492
1914,AL,BOS,BOS07,79,11,105823
1914,FL,BRF,NYC19,80,21,73300
1914,NL,BRO,NYC15,79,51,298500
1914,NL,BSN,BOS05,50,38,223900
1914,NL,BSN,BOS07,29,20,248562
1914,FL,BUF,BUF04,79,48,137298
1914,AL,CHA,CHI10,81,39,359300
1914,FL,CHF,CHI11,77,9,54700
1914,NL,CHN,CHI08,76,38,273900
1914,NL,CIN,CIN07,77,21,141800
1914,AL,CLE,CLE06,79,66,228866
1914,AL,DET,DET04,78,63,376708
1914,FL,IND,IND07,80,17,51150
1914,FL,KCF,KAN04,74,26,52877
1914,NL,NY1,NYC14,80,62,559300
1914,AL,NYA,NYC14,78,70,508800
1914,AL,PHA,PHI11,78,60,372300
1914,NL,PHI,PHI09,78,23,116000
1914,NL,PIT,PIT06,77,11,79500
1914,FL,PTF,PIT05,75,42,131750
1914,AL,SLA,STL07,81,66,344700
1914,FL,SLF,STL08,76,7,27900
1914,NL,SLN,STL05,79,16,106500
1914,AL,WS1,WAS09,77,66,274715
1915,FL,BLF,BAL10,75,4,25391
1915,AL,BOS,BOS07,76,33,366173
1915,FL,BRF,NYC19,74,11,29500
1915,NL,BRO,NYC15,78,9,69800
1915,NL,BSN,BOS07,52,33,179273
1915,NL,BSN,BOS08,26,19,201800
1915,FL,BUF,BUF04,77,9,37816
1915,AL,CHA,CHI10,79,71,660650
1915,FL,CHF,CHI11,78,17,113612
1915,NL,CHN,CHI08,77,59,344750
1915,NL,CIN,CIN07,79,61,250300
1915,AL,CLE,CLE06,77,65,203409
1915,AL,DET,DET04,77,5,30252
1915,FL,KCF,KAN04,77,7,50350
1915,FL,NEW,HAR01,79,12,130532
1915,NL,NY1,NYC14,76,11,96800
1915,AL,NYA,NYC14,82,19,130791
1915,AL,PHA,PHI11,74,4,16500
1915,NL,PHI,PHI09,76,55,507000
1915,NL,PIT,PIT06,79,15,85000
1915,FL,PTF,PIT05,77,1,6000
1915,AL,SLA,STL07,76,62,233850
1915,FL,SLF,STL08,82,4,17700
1915,NL,SLN,STL05,81,4,31200
1915,AL,WS1,WAS09,80,1,15556
1916,AL,BOS,BOS07,76,0,0
1916,AL,BOS,BOS08,2,0,0
1916,NL,BRO,NYC15,78,28,284000
1916,NL,BSN,BOS08,78,2,26000
1916,AL,CHA,CHI10,77,0,0
1916,NL,CHN,CHI11,79,4,74000
1916,NL,CIN,CIN07,76,2,8500
1916,AL,CLE,CLE06,78,0,0
1916,AL,DET,DET04,77,1,15000
1916,NL,NY1,NYC14,78,21,326000
1916,AL,NYA,NYC14,79,0,0
1916,AL,PHA,PHI11,76,0,0
1916,NL,PHI,PHI09,79,10,99500
1916,NL,PIT,PIT06,78,17,86000
1916,AL,SLA,STL07,79,0,0
1916,NL,SLN,STL05,76,3,24500
1916,AL,WS1,WAS09,81,0,0
1917,AL,BOS,BOS07,80,52,402985
1917,NL,BRO,NYC15,78,15,110500
1917,NL,BSN,BOS08,77,1,2500
1917,AL,CHA,CHI10,79,64,741000
1917,NL,CHN,CHI11,77,60,352550
1917,NL,CIN,CIN07,80,1,10000
1917,AL,CLE,CLE06,78,13,114671
1917,AL,DET,DET04,76,61,386137
1917,NL,NY1,NYC14,80,0,0
1917,AL,NYA,NYC14,75,55,421600
1917,AL,PHA,PHI11,76,57,223050
1917,NL,PHI,PHI09,76,2,11173
1917,NL,PIT,PIT06,79,0,0
1917,AL,SLA,STL07,78,60,278150
1917,NL,SLN,STL05,78,54,324600
1917,AL,WS1,WAS09,80,61,145386
1918,AL,BOS,BOS07,70,3,26000
1918,NL,BRO,NYC15,54,1,5000
1918,NL,BSN,BOS08,52,36,127250
1918,AL,CHA,CHI10,56,2,39000
1918,NL,CHN,CHI11,74,1,2000
1918,NL,CIN,CIN07,71,0,0
1918,AL,CLE,CLE06,62,3,36000
1918,AL,DET,DET04,58,0,0
1918,NL,NY1,NYC14,56,20,251700
1918,AL,NYA,NYC14,67,1,8000
1918,AL,PHA,PHI11,68,0,0
1918,NL,PHI,PHI09,57,30,113500
1918,NL,PIT,PIT06,71,7,56000
1918,AL,SLA,STL07,53,0,0
1918,NL,SLN,STL05,73,2,16200
1918,AL,WS1,WAS09,74,5,57730
1919,AL,BOS,BOS07,66,7,67000
1919,NL,BRO,NYC15,70,56,450000
1919,NL,BSN,BOS08,68,10,42500
1919,AL,CHA,CHI10,70,15,294000
1919,NL,CHN,CHI11,71,17,177456
1919,NL,CIN,CIN07,70,18,285151
1919,AL,CLE,CLE06,69,3,37000
1919,AL,DET,DET04,70,13,229000
1919,NL,NY1,NYC14,69,43,806000
1919,AL,NYA,NYC14,73,54,729500
1919,AL,PHA,PHI11,70,7,21200
1919,NL,PHI,PHI09,71,11,67400
1919,NL,PIT,PIT06,70,13,109000
1919,AL,SLA,STL07,70,2,25000
1919,NL,SLN,STL05,69,6,25500
1919,AL,WS1,WAS09,72,4,43000
1920,AL,BOS,BOS07,76,12,137000
1920,NL,BRO,NYC15,78,53,645500
1920,NL,BSN,BOS08,74,11,58000
1920,AL,CHA,CHI10,77,12,286000
1920,NL,CHN,CHI11,77,18,155000
1920,NL,CIN,CIN07,77,17,184500
1920,AL,CLE,CLE06,78,16,292000
1920,AL,DET,DET04,78,11,137500
1920,NL,NY1,NYC14,80,62,974000
1920,AL,NYA,NYC14,77,66,1413288
1920,AL,PHA,PHI11,77,11,60400
1920,NL,PHI,PHI09,77,14,85500
1920,NL,PIT,PIT06,78,17,120800
1920,AL,SLA,STL07,78,7,65200
1920,NL,SLN,STL05,29,1,1500
1920,NL,SLN,STL07,47,6,20500
1920,AL,WS1,WAS09,76,13,126000
1921,AL,BOS,BOS07,77,14,153500
1921,NL,BRO,NYC15,78,73,665000
1921,NL,BSN,BOS08,74,19,113000
1921,AL,CHA,CHI10,77,13,214000
1921,NL,CHN,CHI11,76,21,183500
1921,NL,CIN,CIN07,76,24,146034
1921,AL,CLE,CLE06,77,15,259000
1921,AL,DET,DET04,77,11,154500
1921,NL,NY1,NYC14,79,70,1139500
1921,AL,NYA,NYC14,78,71,1474000
1921,AL,PHA,PHI11,77,11,114000
1921,NL,PHI,PHI09,76,19,155500
1921,NL,PIT,PIT06,76,29,318300
1921,AL,SLA,STL07,77,11,106000
1921,NL,SLN,STL07,78,21,166500
1921,AL,WS1,WAS09,76,10,89500
1922,AL,BOS,BOS07,73,17,93800
1922,NL,BRO,NYC15,78,67,563700
1922,NL,BSN,BOS08,76,20,60000
1922,AL,CHA,CHI10,77,21,332500
1922,NL,CHN,CHI11,76,21,222500
1922,NL,CIN,CIN07,79,43,301130
1922,AL,CLE,CLE06,80,14,228000
1922,AL,DET,DET04,77,13,187500
1922,NL,NY1,NYC14,79,65,973000
1922,AL,NYA,NYC14,77,69,1140000
1922,AL,PHA,PHI11,78,13,145000
1922,NL,PHI,PHI09,77,21,90500
1922,NL,PIT,PIT06,78,20,225500
1922,AL,SLA,STL07,77,10,236000
1922,NL,SLN,STL07,77,16,134000
1922,AL,WS1,WAS09,79,11,141500
1923,AL,BOS,BOS07,78,31,197100
1923,NL,BRO,NYC15,78,65,650500
1923,NL,BSN,BOS08,77,34,154400
1923,AL,CHA,CHI10,75,34,470500
1923,NL,CHN,CHI11,77,27,390500
1923,NL,CIN,CIN07,78,26,268000
1923,AL,CLE,CLE06,78,21,234873
1923,AL,DET,DET04,77,23,340384
1923,NL,NY1,NYC14,77,69,1008000
1923,AL,NYA,NYC16,76,71,1578200
1923,AL,PHA,PHI11,75,21,253000
1923,NL,PHI,PHI09,75,29,83100
1923,NL,PIT,PIT06,77,39,477500
1923,AL,SLA,STL07,78,59,369000
1923,NL,SLN,STL07,78,61,313000
1923,AL,WS1,WAS09,79,21,178500
1924,AL,BOS,BOS07,77,29,303500
1924,NL,BRO,NYC15,77,69,868000
1924,NL,BSN,BOS08,76,37,158500
1924,AL,CHA,CHI10,77,40,517500
1924,NL,CHN,CHI11,78,51,624036
1924,NL,CIN,CIN07,76,28,179360
1924,AL,CLE,CLE06,75,22,195500
1924,AL,DET,DET04,78,28,405297
1924,NL,NY1,NYC14,77,70,1182500
1924,AL,NYA,NYC16,78,73,1528584
1924,AL,PHA,PHI11,75,22,210000
1924,NL,PHI,PHI09,76,28,205000
1924,NL,PIT,PIT06,77,43,532500
1924,AL,SLA,STL07,78,63,537500
1924,NL,SLN,STL07,77,53,233000
1924,AL,WS1,WAS09,79,30,338500
1925,AL,BOS,BOS07,75,30,140000
1925,NL,BRO,NYC15,77,58,726000
1925,NL,BSN,BOS08,76,49,304500
1925,AL,CHA,CHI10,77,35,677500
1925,NL,CHN,CHI11,77,37,403200
1925,NL,CIN,CIN07,76,35,379973
1925,AL,CLE,CLE06,77,20,145116
1925,AL,DET,DET04,77,26,243481
1925,NL,NY1,NYC14,76,50,859700
1925,AL,NYA,NYC16,79,50,768500
1925,AL,PHA,PHI11,77,45,886700
1925,NL,PHI,PHI09,77,35,267800
1925,NL,PIT,PIT06,77,46,710353
1925,AL,SLA,STL07,78,53,334500
1925,NL,SLN,STL07,76,43,258000
1925,AL,WS1,WAS09,76,22,428000
1926,AL,BOS,BOS07,77,6,106000
1926,NL,BRO,NYC15,76,23,440500
1926,NL,BSN,BOS08,77,8,62000
1926,AL,CHA,CHI10,79,9,177200
1926,NL,CHN,CHI11,78,16,157699
1926,NL,CIN,CIN07,77,44,449880
1926,AL,CLE,CLE06,80,6,127000
1926,AL,DET,DET04,81,8,99055
1926,NL,NY1,NYC14,76,28,612500
1926,AL,NYA,NYC16,75,36,884500
1926,AL,PHA,PHI11,71,8,50159
1926,NL,PHI,PHI09,76,5,53000
1926,NL,PIT,PIT06,79,6,137000
1926,AL,SLA,STL07,79,11,68650
1926,NL,SLN,STL07,79,18,279279
1926,AL,WS1,WAS09,74,7,108000
1927,AL,BOS,BOS07,78,21,289500
1927,NL,BRO,NYC15,74,40,596500
1927,NL,BSN,BOS08,74,25,284000
1927,AL,CHA,CHI10,75,41,613000
1927,NL,CHN,CHI11,78,48,994500
1927,NL,CIN,CIN07,80,46,345588
1927,AL,CLE,CLE06,77,16,122500
1927,AL,DET,DET04,78,15,318500
1927,NL,NY1,NYC14,74,44,1098000
1927,AL,NYA,NYC16,77,61,1488141
1927,AL,PHA,PHI11,77,26,445000
1927,NL,PHI,PHI09,66,19,180000
1927,NL,PHI,PHI11,12,5,18000
1927,NL,PIT,PIT06,79,27,454939
1927,AL,SLA,STL07,78,47,196877
1927,NL,SLN,STL07,80,52,625145
1927,AL,WS1,WAS09,79,19,230000
1928,AL,BOS,BOS07,74,11,187000
1928,NL,BRO,NYC15,77,36,524300
1928,NL,BSN,BOS08,76,4,36000
1928,AL,CHA,CHI10,78,7,162500
1928,NL,CHN,CHI11,77,35,934000
1928,NL,CIN,CIN07,78,10,97586
1928,AL,CLE,CLE06,77,5,65000
1928,AL,DET,DET04,77,6,132000
1928,NL,NY1,NYC14,77,24,704000
1928,AL,NYA,NYC16,77,34,883265
1928,AL,PHA,PHI11,77,19,243160
1928,NL,PHI,PHI09,75,7,61000
1928,NL,PIT,PIT06,77,6,124000
1928,AL,SLA,STL07,77,12,112000
1928,NL,SLN,STL07,77,23,318681
1928,AL,WS1,WAS09,80,11,133000
1929,AL,BOS,BOS07,61,2,36000
1929,AL,BOS,BOS08,17,4,106000
1929,NL,BRO,NYC15,77,38,608000
1929,NL,BSN,BOS08,77,12,185500
1929,AL,CHA,CHI10,76,12,195500
1929,NL,CHN,CHI11,78,43,1054000
1929,NL,CIN,CIN07,78,17,48933
1929,AL,CLE,CLE06,76,11,144500
1929,AL,DET,DET04,77,17,288975
1929,NL,NY1,NYC14,77,38,989000
1929,AL,NYA,NYC16,77,29,869645
1929,AL,PHA,PHI11,74,10,298000
1929,NL,PHI,PHI09,76,8,63000
1929,NL,PIT,PIT06,76,22,310500
1929,AL,SLA,STL07,77,16,100000
1929,NL,SLN,STL07,77,31,334100
1929,AL,WS1,WAS09,78,6,90000
1930,AL,BOS,BOS07,56,2,11000
1930,AL,BOS,BOS08,20,2,60000
1930,NL,BRO,NYC15,77,15,315000
1930,NL,BSN,BOS08,77,8,92500
1930,AL,CHA,CHI10,78,20,192500
1930,NL,CHN,CHI11,79,38,850385
1930,NL,CIN,CIN07,77,9,101641
1930,AL,CLE,CLE06,77,7,125500
1930,AL,DET,DET04,78,11,153505
1930,NL,NY1,NYC14,77,18,417000
1930,AL,NYA,NYC16,76,13,411000
1930,AL,PHA,PHI11,76,12,230000
1930,NL,PHI,PHI09,77,5,45050
1930,NL,PIT,PIT06,77,16,125000
1930,AL,SLA,STL07,78,6,21250
1930,NL,SLN,STL07,77,23,264058
1930,AL,WS1,WAS09,77,13,212000
1931,AL,BOS,BOS07,65,12,122618
1931,AL,BOS,BOS08,15,2,47000
1931,NL,BRO,NYC15,76,37,650500
1931,NL,BSN,BOS08,78,8,203000
1931,AL,CHA,CHI10,77,13,203411
1931,NL,CHN,CHI11,77,25,614800
1931,NL,CIN,CIN07,77,3,38000
1931,AL,CLE,CLE06,76,15,212662
1931,AL,DET,DET04,77,18,189152
1931,NL,NY1,NYC14,78,29,527500
1931,AL,NYA,NYC16,77,35,721500
1931,AL,PHA,PHI11,75,21,364000
1931,NL,PHI,PHI09,76,17,192000
1931,NL,PIT,PIT06,78,8,77000
1931,AL,SLA,STL07,77,7,42500
1931,NL,SLN,STL07,78,31,408350
1931,AL,WS1,WAS09,79,18,240500
1932,AL,BOS,BOS07,71,4,37000
1932,AL,BOS,BOS08,6,0,0
1932,NL,BRO,NYC15,78,49,731000
1932,NL,BSN,BOS08,77,12,291831
1932,AL,CHA,CHI10,77,6,103000
1932,NL,CHN,CHI11,77,28,631000
1932,NL,CIN,CIN07,77,11,142633
1932,AL,CLE,CLE06,45,4,43000
1932,AL,CLE,CLE07,32,2,88979
1932,AL,DET,DET04,78,10,109000
1932,NL,NY1,NYC14,77,22,380000
1932,AL,NYA,NYC16,77,25,761856
1932,AL,PHA,PHI11,77,12,171000
1932,NL,PHI,PHI09,77,8,95000
1932,NL,PIT,PIT06,76,1,6000
1932,AL,SLA,STL07,75,5,32000
1932,NL,SLN,STL07,79,19,232462
1932,AL,WS1,WAS09,77,11,133000
1933,AL,BOS,BOS07,72,9,147000
1933,NL,BRO,NYC15,80,33,504400
1933,NL,BSN,BOS08,77,17,476000
1933,AL,CHA,CHI10,77,18,345398
1933,NL,CHN,CHI11,79,17,336000
1933,NL,CIN,CIN07,79,12,124480
1933,AL,CLE,CLE07,77,13,256000
1933,AL,DET,DET04,78,9,106000
1933,NL,NY1,NYC14,77,31,673500
1933,AL,NYA,NYC16,75,33,1013485
1933,AL,PHA,PHI11,76,13,172000
1933,NL,PHI,PHI09,72,5,39000
1933,NL,PIT,PIT06,77,15,157000
1933,AL,SLA,STL07,77,4,37500
1933,NL,SLN,STL07,77,7,58800
1933,AL,WS1,WAS09,76,16,286000
1934,AL,BOS,BOS07,77,15,372897
1934,NL,BRO,NYC15,77,16,286993
1934,NL,BSN,BOS08,75,8,127000
1934,AL,CHA,CHI10,75,8,98000
1934,NL,CHN,CHI11,77,12,354138
1934,NL,CIN,CIN07,78,7,76703
1934,AL,CLE,CLE06,78,6,103000
1934,AL,DET,DET04,80,6,147500
1934,NL,NY1,NYC14,75,14,365573
1934,AL,NYA,NYC16,77,17,599500
1934,AL,PHA,PHI11,76,6,88306
1934,NL,PHI,PHI09,71,5,38500
1934,NL,PIT,PIT06,78,7,92000
1934,AL,SLA,STL07,76,3,24000
1934,NL,SLN,STL07,77,11,159174
1934,AL,WS1,WAS09,76,7,99500
1935,AL,BOS,BOS07,79,18,384627
1935,NL,BRO,NYC15,77,26,284324
1935,NL,BSN,BOS08,75,12,117000
1935,AL,CHA,CHI10,77,23,371000
1935,NL,CHN,CHI11,77,33,613475
1935,NL,CIN,CIN07,76,29,368132
1935,AL,CLE,CLE06,77,12,101800
1935,AL,DET,DET04,79,31,683500
1935,NL,NY1,NYC14,79,42,633852
1935,AL,NYA,NYC16,74,49,813181
1935,AL,PHA,PHI11,72,12,100000
1935,NL,PHI,PHI09,79,22,185500
1935,NL,PIT,PIT06,77,19,288860
1935,AL,SLA,STL07,76,16,53800
1935,NL,SLN,STL07,77,30,531700
1935,AL,WS1,WAS09,77,8,83500
1936,AL,BOS,BOS07,77,59,649996
1936,NL,BRO,NYC15,79,54,512208
1936,NL,BSN,BOS08,79,71,524000
1936,AL,CHA,CHI10,75,36,422900
1936,NL,CHN,CHI11,77,50,766825
1936,NL,CIN,CIN07,76,40,521748
1936,AL,CLE,CLE06,80,19,241800
1936,AL,CLE,CLE07,1,1,65342
1936,AL,DET,DET04,77,26,485200
1936,NL,NY1,NYC14,78,51,922503
1936,AL,NYA,NYC16,77,52,1067362
1936,AL,PHA,PHI11,77,21,208080
1936,NL,PHI,PHI09,78,24,213500
1936,NL,PIT,PIT06,76,26,251300
1936,AL,SLA,STL07,77,21,66006
1936,NL,SLN,STL07,77,25,290255
1936,AL,WS1,WAS09,77,15,216500
1937,AL,BOS,BOS07,74,58,573913
1937,NL,BRO,NYC15,76,54,454551
1937,NL,BSN,BOS08,76,61,457165
1937,AL,CHA,CHI10,77,26,463000
1937,NL,CHN,CHI11,78,45,799068
1937,NL,CIN,CIN07,80,56,423622
1937,AL,CLE,CLE06,63,15,129000
1937,AL,CLE,CLE07,15,4,133884
1937,AL,DET,DET04,77,28,569950
1937,NL,NY1,NYC14,75,55,988624
1937,AL,NYA,NYC16,79,55,1039111
1937,AL,PHA,PHI11,79,23,228483
1937,NL,PHI,PHI09,74,24,153000
1937,NL,PIT,PIT06,78,32,320867
1937,AL,SLA,STL07,78,15,46377
1937,NL,SLN,STL07,80,34,341192
1937,AL,WS1,WAS09,80,27,316307
1938,AL,BOS,BOS07,75,64,664300
1938,NL,BRO,NYC15,74,56,728519
1938,NL,BSN,BOS08,75,61,451187
1938,AL,CHA,CHI10,73,35,244500
1938,NL,CHN,CHI11,77,31,665174
1938,NL,CIN,CIN07,77,62,717291
1938,AL,CLE,CLE06,58,13,73374
1938,AL,CLE,CLE07,18,6,288062
1938,AL,DET,DET04,79,52,786000
1938,NL,NY1,NYC14,73,63,871690
1938,AL,NYA,NYC16,79,60,972866
1938,AL,PHA,PHI11,76,37,347337
1938,NL,PHI,PHI09,28,16,59195
1938,NL,PHI,PHI11,47,25,98017
1938,NL,PIT,PIT06,78,64,657014
1938,AL,SLA,STL07,77,43,105026
1938,NL,SLN,STL07,81,54,312368
1938,AL,WS1,WAS09,78,58,526300
1939,AL,BOS,BOS07,75,66,660998
1939,NL,BRO,NYC15,78,63,1048457
1939,NL,BSN,BOS08,73,66,347635
1939,AL,CHA,CHI10,77,63,753421
1939,NL,CHN,CHI11,80,68,821212
1939,NL,CIN,CIN07,81,66,967650
1939,AL,CLE,CLE06,47,44,243100
1939,AL,CLE,CLE07,30,23,468684
1939,AL,DET,DET04,78,69,924496
1939,NL,NY1,NYC14,74,64,780148
1939,AL,NYA,NYC16,77,66,965387
1939,AL,PHA,PHI11,76,61,514241
1939,NL,PHI,PHI11,74,57,364925
1939,NL,PIT,PIT06,77,64,427900
1939,AL,SLA,STL07,78,60,142319
1939,NL,SLN,STL07,79,68,426751
1939,AL,WS1,WAS09,77,66,423050
1940,AL,BOS,BOS07,79,53,663109
1940,NL,BRO,NYC15,81,63,969439
1940,NL,BSN,BOS08,75,58,319665
1940,AL,CHA,CHI10,78,60,610677
1940,NL,CHN,CHI11,77,67,642461
1940,NL,CIN,CIN07,77,64,856577
1940,AL,CLE,CLE06,33,31,233948
1940,AL,CLE,CLE07,49,35,759035
1940,AL,DET,DET04,79,64,1122042
1940,NL,NY1,NYC14,76,66,871547
1940,AL,NYA,NYC16,76,60,1087567
1940,AL,PHA,PHI11,71,50,518941
1940,NL,PHI,PHI11,79,64,302470
1940,NL,PIT,PIT06,75,63,639714
1940,AL,SLA,STL07,77,61,260092
1940,NL,SLN,STL07,77,63,390042
1940,AL,WS1,WAS09,77,60,439800
1941,AL,BOS,BOS07,77,66,784344
1941,NL,BRO,NYC15,79,53,975162
1941,NL,BSN,BOS08,76,50,295175
1941,AL,CHA,CHI10,79,63,666638
1941,NL,CHN,CHI11,77,64,570863
1941,NL,CIN,CIN07,79,69,653236
1941,AL,CLE,CLE06,45,43,257000
1941,AL,CLE,CLE07,32,23,600393
1941,AL,DET,DET04,77,62,660010
1941,NL,NY1,NYC14,78,49,678688
1941,AL,NYA,NYC16,78,62,1053678
1941,AL,PHA,PHI11,77,52,509482
1941,NL,PHI,PHI11,76,32,101722
1941,NL,PIT,PIT06,78,58,479029
1941,AL,SLA,STL07,79,64,189223
1941,NL,SLN,STL07,79,64,638579
1941,AL,WS1,WAS09,78,62,413950
1942,AL,BOS,BOS07,77,49,634635
1942,NL,BRO,NYC15,79,42,882336
1942,NL,BSN,BOS08,71,38,296630
1942,AL,CHA,CHI10,70,58,469927
1942,NL,CHN,CHI11,78,60,715051
1942,NL,CIN,CIN07,77,60,464714
1942,AL,CLE,CLE06,34,29,111700
1942,AL,CLE,CLE07,46,31,406148
1942,AL,DET,DET04,77,59,586856
1942,NL,NY1,NYC14,79,47,669315
1942,AL,NYA,NYC16,77,53,974434
1942,AL,PHA,PHI11,76,27,142002
1942,NL,PHI,PHI11,74,26,72827
1942,NL,PIT,PIT06,77,62,531768
1942,AL,SLA,STL07,77,59,272651
1942,NL,SLN,STL07,78,60,532938
1942,AL,WS1,WAS09,77,56,490820
1943,AL,BOS,BOS07,77,56,382197
1943,NL,BRO,NYC15,77,59,692492
1943,NL,BSN,BOS08,77,52,270437
1943,AL,CHA,CHI10,76,56,546969
1943,NL,CHN,CHI11,75,58,542565
1943,NL,CIN,CIN07,78,62,424939
1943,AL,CLE,CLE06,29,25,92464
1943,AL,CLE,CLE07,48,29,355504
1943,AL,DET,DET04,78,58,629914
1943,NL,NY1,NYC14,77,51,545877
1943,AL,NYA,NYC16,77,56,679958
1943,AL,PHA,PHI11,79,42,259972
1943,NL,PHI,PHI11,78,46,405592
1943,NL,PIT,PIT06,78,64,668753
1943,AL,SLA,STL07,77,56,224961
1943,NL,SLN,STL07,81,61,533711
1943,AL,WS1,WAS09,76,57,660245
1944,AL,BOS,BOS07,78,60,523664
1944,NL,BRO,NYC15,77,60,690661
1944,NL,BSN,BOS08,78,52,233635
1944,AL,CHA,CHI10,77,58,554456
1944,NL,CHN,CHI11,78,56,669665
1944,NL,CIN,CIN07,78,61,423116
1944,AL,CLE,CLE06,35,31,119814
1944,AL,CLE,CLE07,43,27,411959
1944,AL,DET,DET04,78,60,867143
1944,NL,NY1,NYC14,75,55,733969
1944,AL,NYA,NYC16,78,60,1001509
1944,AL,PHA,PHI11,76,26,166597
1944,NL,PHI,PHI11,79,22,135393
1944,NL,PIT,PIT06,81,64,655278
1944,AL,SLA,STL07,77,64,571939
1944,NL,SLN,STL07,77,60,524650
1944,AL,WS1,WAS09,77,60,628682
1945,AL,BOS,BOS07,78,62,643203
1945,NL,BRO,NYC15,78,65,1069629
1945,NL,BSN,BOS08,75,55,410048
1945,AL,CHA,CHI10,74,52,646241
1945,NL,CHN,CHI11,76,58,1020019
1945,NL,CIN,CIN07,77,54,293808
1945,AL,CLE,CLE06,31,25,89500
1945,AL,CLE,CLE07,46,26,374722
1945,AL,DET,DET04,76,56,1260445
1945,NL,NY1,NYC14,78,58,1037540
1945,AL,NYA,NYC16,76,56,1116180
1945,AL,PHA,PHI11,77,46,443966
1945,NL,PHI,PHI11,77,45,267059
1945,NL,PIT,PIT06,79,57,583828
1945,AL,SLA,STL07,76,54,471647
1945,NL,SLN,STL07,78,58,589742
1945,AL,WS1,WAS09,78,54,756890
1946,AL,BOS,BOS07,78,57,1393273
1946,NL,BRO,NYC15,79,74,1830974
1946,NL,BSN,BOS07,2,1,20735
1946,NL,BSN,BOS08,75,54,952706
1946,AL,CHA,CHI10,79,60,966898
1946,NL,CHN,CHI11,77,64,1340934
1946,NL,CIN,CIN07,77,63,746293
1946,AL,CLE,CLE06,36,32,178895
1946,AL,CLE,CLE07,41,30,875931
1946,AL,DET,DET04,79,66,1559952
1946,NL,NY1,NYC14,77,61,1269478
1946,AL,NYA,NYC16,77,61,2121974
1946,AL,PHA,PHI11,78,53,561737
1946,NL,PHI,PHI11,78,58,1063478
1946,NL,PIT,PIT06,78,62,752432
1946,AL,SLA,STL07,77,61,567655
1946,NL,SLN,STL07,78,64,1060087
1946,AL,WS1,WAS09,76,66,1079869
1947,AL,BOS,BOS07,81,69,1460821
1947,NL,BRO,NYC15,78,70,1803795
1947,NL,BSN,BOS08,77,69,1308561
1947,AL,CHA,CHI10,75,59,892006
1947,NL,CHN,CHI11,79,71,1412044
1947,NL,CIN,CIN07,77,63,915332
1947,AL,CLE,CLE07,78,59,1484848
1947,AL,DET,DET04,80,64,1438457
1947,NL,NY1,NYC14,76,62,2001272
1947,AL,NYA,NYC16,77,67,2225010
1947,AL,PHA,PHI11,78,64,934300
1947,NL,PHI,PHI11,77,60,904432
1947,NL,PIT,PIT06,79,69,1350832
1947,AL,SLA,STL07,77,64,352471
1947,NL,SLN,STL07,77,70,1238093
1947,AL,WS1,WAS09,77,67,855096
1948,AL,BOS,BOS07,78,72,1602119
1948,NL,BRO,NYC15,78,72,1390842
1948,NL,BSN,BOS08,76,70,1489733
1948,AL,CHA,CHI10,76,61,799447
1948,NL,CHN,CHI11,78,70,1314316
1948,NL,CIN,CIN07,77,63,839269
